name,lat,lon,alt,tz,tzone
"Falls Intl",48.566186,-93.403067,1185,-6,America/Chicago
"Creech Afb",36.587183,-115.673353,3133,-8,America/Los_Angeles
"Smith Reynolds",36.133722,-80.222,969,-5,America/New_York
"Winslow-Lindbergh Regional Airport",35.0219167,-110.7225278,4941,-7,America/Phoenix
"Iowa City Municipal Airport",41.639244,-91.546503,668,-6,America/Chicago
"Imperial Co",32.834219,-115.578744,-54,-8,America/Los_Angeles
"Williamsport Rgnl",41.241836,-76.921094,529,-5,America/New_York
"Circle City Airport",65.827778,-144.076111,613,-9,America/Anchorage
"Kirksville Regional Airport",40.0935,-92.5449,966,-6,America/Chicago
"Kissimmee Gateway Airport",28.289806,-81.437083,82,-5,America/New_York
"Sloulin Fld Intl",48.177939,-103.642347,1982,-6,America/Chicago
"Kinston Regional Jetport",35.331389,-77.608889,94,-5,America/New_York
"Long Island Mac Arthur",40.79525,-73.100222,99,-5,America/New_York
"Alexander Field South Wood County Airport",44.3606456,-89.8381412,1021,-6,America/Chicago
"Ithaca Tompkins Rgnl",42.491028,-76.458444,1099,-5,America/New_York
"Hilo Intl",19.721375,-155.048469,38,-10,Pacific/Honolulu
"Gogebic Iron County Airport",46.5274747,-90.1313967,1230,-6,America/Chicago
"West Houston",29.818194,-95.672611,111,-6,America/Chicago
"Inyokern Airport",35.658889,-117.829444,2455,-8,America/Los_Angeles
"Eastern Slopes Regional",43.9911389,-70.9478889,455,-5,America/New_York
"Jackson Hole Airport",43.607333333,-110.73775,6451,-7,America/Denver
"Jackson Evers Intl",32.311167,-90.075889,346,-6,America/Chicago
"Jacksonville Intl",30.494056,-81.687861,30,-5,America/New_York
"Jonesboro Muni",35.831708,-90.646417,262,-6,America/Chicago
"New Century AirCenter Airport",38.8309167,-94.8903056,1087,-6,America/Chicago
"Jefferson City Memorial Airport",38.5912,-92.1561,549,-6,America/Chicago
"Jesup-Wayne County Airport",31.553889,-81.8825,107,-5,America/New_York
"John F Kennedy Intl",40.639751,-73.778925,13,-5,America/New_York
"Grand Canyon Heliport",35.96666666,-112.13333333,2500,-7,America/Phoenix
Kapalua,20.962936,-156.673031,256,-10,Pacific/Honolulu
"Chautauqua County-Jamestown",42.153333,-79.258056,525,-5,America/New_York
"Jack Edwards Airport",30.2896389,-87.6717778,17,-6,America/Chicago
"Joplin Rgnl",37.151814,-94.498269,981,-6,America/Chicago
"Jamestown Regional Airport",46.9297,-98.6782,1498,-6,America/Chicago
"Juneau Intl",58.354972,-134.576278,21,-9,America/Anchorage
"Regional Airport",41.517778,-88.175556,582,-6,America/Chicago
"West 30th St. Heliport",40.7545,-74.0071,7,-5,America/New_York
"Wall Street Heliport",40.701214,-74.009028,7,-5,America/New_York
"John Murtha Johnstown-Cambria County Airport",40.316111,-78.833889,2284,-5,America/New_York
"Southern Wisconsin Regional Airport",42.62025,-89.0415556,808,-6,America/Chicago
"Reynolds Field",42.260556,-84.460556,1001,-5,America/New_York
"Plantation Airpark",32.6452778,-81.5971111,188,-5,America/New_York
"Leesburg Executive Airport",39.078,-77.558,389,-5,America/New_York
"Pickens County Airport",34.4534722,-84.4572222,1535,-5,America/New_York
"Wainwright As",70.613378,-159.86035,35,-9,America/Anchorage
"Burrello-Mechanicville Airport",42.893133,-73.66845,195,-5,America/New_York
"Sabetha Municipal",39.5425,-95.4677,1330,-6,America/Chicago
"Kake Seaplane Base",56.973056,-133.945556,0,-9,America/Anchorage
"Kaltag Airport",64.3191,-158.741,187,-9,America/Anchorage
"Birch Creek Airport",66.256708,-145.815319,450,-9,America/Anchorage
"Chignik Bay Seaplane Base",56.295556,-158.401398,0,-9,America/Anchorage
"Coffman Cove Seaplane Base",56.014722,-132.833889,0,-9,America/Anchorage
"Chignik Lagoon Airport",56.311111,-158.534167,25,-9,America/Anchorage
"Chignik Lake Airport",56.255,-158.775278,50,-9,America/Anchorage
"Kenmore Air Harbor Inc Seaplane Base",47.7548,-122.259,14,-8,America/Los_Angeles
"Ekwok Airport",59.356944,-157.471111,135,-9,America/Anchorage
"False Pass Airport",54.8475,-163.410278,20,-9,America/Anchorage
"Koliganek Airport",59.726667,-157.259444,269,-9,America/Anchorage
"Grayling Airport",62.894444,-160.065,99,-9,America/Anchorage
"Koyuk Alfred Adams Airport",64.939444,-161.154167,154,-9,America/Anchorage
"Kitoi Bay Seaplane Base",58.190833,-152.370556,0,-9,America/Anchorage
"Kongiganak Airport",59.960833,-162.881111,30,-9,America/Anchorage
"Kalskag Airport",61.5363,-160.341,55,-9,America/Anchorage
"Levelock Airport",59.128056,-156.858611,39,-9,America/Anchorage
"Larsen Bay Airport",57.535,-153.976667,87,-9,America/Anchorage
"Kelso Longview",46.118,-122.898389,20,-8,America/Los_Angeles
"Klawock Airport",55.579167,-133.076111,80,-9,America/Anchorage
"Manokotak Airport",58.990278,-159.05,51,-9,America/Anchorage
"Moser Bay Seaplane Base",57.025556,-154.145833,0,-9,America/Anchorage
"New Stuyahok Airport",59.4499,-157.328,302,-9,America/Anchorage
"Kona Intl At Keahole",19.738767,-156.045631,47,-10,Pacific/Honolulu
"Kotlik Airport",63.030556,-163.532778,15,-9,America/Anchorage
"Olga Bay Seaplane Base",57.161389,-154.229722,0,-9,America/Anchorage
"Ouzinkie Airport",57.922876,-152.500511,55,-9,America/Anchorage
"Point Baker Seaplane Base",56.351944,-133.6225,0,-9,America/Anchorage
"Port Clarence Coast Guard Station",65.2537,-166.859,10,-9,America/Anchorage
"Kipnuk Airport",59.933056,-164.030556,11,-9,America/Anchorage
"Port Williams Seaplane Base",58.49,-152.582222,0,-9,America/Anchorage
"Perryville Airport",55.906667,-159.160833,29,-9,America/Anchorage
"Port Bailey Seaplane Base",57.93,-153.040556,0,-9,America/Anchorage
"Akutan Seaplane Base",54.1325,-165.785,0,-9,America/Anchorage
"St Marys Airport",62.0605,-163.302,311,-9,America/Anchorage
"Thorne Bay Seaplane Base",55.688056,-132.536667,0,-9,America/Anchorage
"Ketchikan Intl",55.355556,-131.71375,88,-9,America/Anchorage
"Brevig Mission Airport",65.331389,-166.465833,35,-9,America/Anchorage
"Kasigluk Airport",60.873333,-162.524444,40,-9,America/Anchorage
"King Cove Airport",55.1163,-162.266,155,-9,America/Anchorage
"Kivalina Airport",67.7362,-164.563,13,-9,America/Anchorage
"Kwigillingok Airport",59.876389,-163.168611,18,-9,America/Anchorage
"Quinhagak Airport",59.755,-161.845278,42,-9,America/Anchorage
"West Point Village Seaplane Base",57.77,-153.548889,0,-9,America/Anchorage
"Kwethluk Airport",60.790278,-161.443611,30,-9,America/Anchorage
"Karuluk Airport",57.566944,-154.450278,137,-9,America/Anchorage
"Koyukuk Airport",64.875833,-157.730556,149,-9,America/Anchorage
"Zachar Bay Seaplane Base",57.55,-153.75,0,-9,America/Anchorage
"Furnace Creek",36.273,-116.515,0,-8,America/Los_Angeles
"Big Bear City",34.2637778,-116.8560278,6725,-8,America/Los_Angeles
"Oceano County Airport",35.10147222,-120.62236111,14,-8,America/Los_Angeles
"Lamar Muni",38.069694,-102.6885,3706,-7,America/Denver
"Purude University Airport",40.4123056,-86.9368889,606,-5,America/New_York
"Lakeland Linder Regional Airport",27.9889167,-82.0185556,142,-5,America/New_York
"Los Alamos Airport",35.8798019,-106.2694153,7171,-7,America/Denver
"Capital City",42.7787,-84.587357,861,-5,America/New_York
"Laramie Regional Airport",41.3121,-105.675,7284,-7,America/Denver
"Mc Carran Intl",36.080056,-115.15225,2141,-8,America/Los_Angeles
"Lawton-Fort Sill Regional Airport",34.5677144,-98.4166367,1110,-6,America/Chicago
"Los Angeles Intl",33.942536,-118.408075,126,-8,America/Los_Angeles
"Lubbock Preston Smith Intl",33.663639,-101.822778,3282,-6,America/Chicago
"Arnold Palmer Regional Airport",40.2759,-79.4048,1185,-5,America/New_York
"North Platte Regional Airport Lee Bird Field",41.1262,-100.684,2776,-6,America/Chicago
"Liberal Muni",37.044222,-100.95986,2885,-6,America/Chicago
"Municipal Airport",34.6098056,-79.0595556,125,-5,America/New_York
"Lake Charles Rgnl",30.126112,-93.223335,15,-6,America/Chicago
"Rickenbacker Intl",39.813786,-82.927822,744,-5,America/New_York
"Lake City Municipal Airport",30.181944,-82.576944,201,-5,America/New_York
"Linden Airport",40.6174472,-74.2445942,23,-5,America/New_York
"Lebanon Municipal Airport",43.6261,-72.3042,603,-5,America/New_York
"Lewiston Maine",44.0484728,-70.2835075,288,-5,America/New_York
"Blue Grass",38.0365,-84.605889,979,-5,America/New_York
"Langley Afb",37.082881,-76.360547,11,-5,America/New_York
"Angelina Co",31.234014,-94.75,296,-6,America/Chicago
"Lafayette Rgnl",30.205278,-91.987611,43,-6,America/Chicago
"La Guardia",40.777245,-73.872608,22,-5,America/New_York
"Long Beach",33.817722,-118.151611,60,-8,America/Los_Angeles
"LaGrange-Callaway Airport",33.0088611,-85.0726111,694,-5,America/New_York
Logan-Cache,41.791,-111.852,4457,-7,America/Denver
"Lake Hood Seaplane Base",61.1866382,-149.9653918,71,-9,America/Anchorage
"Lincoln Regional Airport Karl Harder Field",38.9091667,-121.3513333,121,-8,America/Los_Angeles
"William T. Piper Mem.",41.1357778,-77.4223056,556,-5,America/New_York
"La Junta Muni",38.049719,-103.509431,4238,-7,America/Denver
Lihue,21.975983,-159.338958,153,-10,Pacific/Honolulu
"Adams Fld",34.729444,-92.224306,262,-6,America/Chicago
"Livingood Airport",65.531111,-148.541111,696,-9,America/Anchorage
"Kenmore Air Harbor Seaplane Base",47.629,-122.339,14,-8,America/Los_Angeles
"Kulik Lake Airport",58.96591,-155.108089,1000,-9,America/Anchorage
"Lake Placid Airport",44.264444,-73.961944,1747,-5,America/New_York
"Klamath Falls Airport",42.1561,-121.733,4095,-8,America/Los_Angeles
"Palm Beach Co Park",26.593,-80.085056,14,-5,America/New_York
Lincoln,40.850971,-96.75925,1219,-6,America/Chicago
"Lost Nation Municipal Airport",41.6840278,-81.38975,626,-5,America/New_York
"Tri-County Regional Airport",43.211667,-90.181667,718,-6,America/Chicago
"Lancaster Airport",40.1217,-76.2961,403,-5,America/New_York
Lanai,20.785611,-156.951419,1308,-10,Pacific/Honolulu
"Lewis University Airport",41.606326,-88.083003,680,-6,America/Chicago
"Bowman Fld",38.228,-85.663722,546,-5,America/New_York
"London-Corbin Airport-MaGee Field",37.0868889,-84.0773889,1212,-5,America/New_York
"Lompoc Airport",34.6656,-120.4675,88,-8,America/Los_Angeles
"Lorain County Regional Airport",41.3442778,-82.1776389,793,-5,America/New_York
"Lopez Island Airport",48.4839,-122.938,209,-8,America/Los_Angeles
"Laredo Intl",27.54375,-99.461556,508,-6,America/Chicago
"Little Rock Afb",34.916944,-92.149722,311,-6,America/Chicago
"Mount Pleasant Regional-Faison Field",32.5387,-79.4697,12,-5,\N
"Las Cruces Intl",32.289417,-106.921972,4456,-7,America/Denver
"La Crosse Municipal",43.878986,-91.256711,654,-6,America/Chicago
"Lawson Aaf",32.337322,-84.991283,232,-5,America/New_York
"Nellis Afb",36.236197,-115.034253,1870,-8,America/Los_Angeles
"Altus Afb",34.667067,-99.266681,1382,-6,America/Chicago
"Luke Afb",33.535,-112.38306,1085,-7,America/Phoenix
"Cincinnati Muni Lunken Fld",39.103333,-84.418611,483,-5,America/New_York
"Kalaupapa Airport",21.211,-156.974,24,-10,Pacific/Honolulu
"Cape Lisburne Lrrs",68.875133,-166.110022,12,-9,America/Anchorage
"Livermore Municipal",37.41362,-121.49133,400,-8,America/Los_Angeles
"Mission Field Airport",45.6993889,-110.4483056,4660,-7,America/Denver
"Las Vegas Muni",35.654222,-105.142389,6877,-7,America/Denver
"South Haven Area Regional Airport",42.3511944,-86.2556389,666,-5,America/New_York
"Greenbrier Valley Airport",37.858333,-80.399444,2302,-5,America/New_York
"Lawrence Municipal",39.009167,-95.2175,833,-6,America/Chicago
"Lawrence Municipal Airport",42.7171944,-71.1234167,148,-5,America/New_York
"Lewiston Nez Perce Co",46.3745,-117.015389,1442,-8,America/Los_Angeles
"Lewistown Municipal Airport",47.0493,-109.467,4170,-7,America/Denver
"Mexia - Limestone County Airport",31.6411783,-96.5144594,544,-6,America/Chicago
"Lynchburg Regional Preston Glenn Field",37.3267,-79.2004,938,-5,America/New_York
"Ely Municipal",47.824444,-91.830833,1456,-6,America/Chicago
"Gwinnett County Airport-Briscoe Field",33.9780761,-83.9623772,1061,-5,America/New_York
"Desert Aire",46.4124,-119.5518,586,-8,America/Los_Angeles
"Madera Municipal Airport",36.9886111,-120.1124444,255,-8,America/Los_Angeles
"Midland Intl",31.942528,-102.201914,2871,-6,America/Chicago
"Manistee County-Blacker Airport",44.2725,-86.246944,621,-5,America/New_York
"Mbs Intl",43.532913,-84.079647,668,-5,America/New_York
"Mc Clellan Afld",38.667639,-121.400611,75,-8,America/Los_Angeles
"Mackinac Island Airport",45.8649344,-84.637344,740,-5,America/New_York
"Merced Municipal Airport",37.284722,-120.513889,156,-8,America/Los_Angeles
"Macdill Afb",27.849339,-82.521214,14,-5,America/New_York
"McGrath Airport",62.9529,-155.606,338,-9,America/Anchorage
"Kansas City Intl",39.297606,-94.713905,1026,-6,America/Chicago
"McCook Regional Airport",40.206389,-100.592222,2583,-6,America/Chicago
"McKinley National Park Airport",63.732757,-148.91129,1720,-9,America/Anchorage
"Middle Georgia Rgnl",32.69285,-83.649211,354,-5,America/New_York
"Orlando Intl",28.429394,-81.308994,96,-5,America/New_York
"Mason City Municipal",43.2247,-93.4067,1243,-6,America/Chicago
"Harrisburg Intl",40.193494,-76.763403,310,-5,America/New_York
"Chicago Midway Intl",41.785972,-87.752417,620,-6,America/Chicago
"Banks Airport",44.1653889,-68.4281667,100,-5,America/New_York
"Key Field",32.332624,-88.751868,297,-6,America/Chicago
"Memphis Intl",35.042417,-89.976667,341,-6,America/Chicago
Castle,37.380481,-120.568189,189,-8,America/Los_Angeles
"Mansfield Lahm Regional",40.8214167,-82.5166389,1297,-5,America/New_York
"Mc Allen Miller Intl",26.175833,-98.238611,107,-6,America/Chicago
"Marshfield Municipal Airport",44.6368797,-90.1893267,1278,-6,America/Chicago
"Rogue Valley Intl Medford",42.374228,-122.8735,1335,-8,America/Los_Angeles
"Michigan City Municipal Airport",41.7033,-86.8211,500,-6,America/Chicago
"Dobbins Arb",33.915382,-84.516319,1068,-5,America/New_York
"Orange County Airport",41.5099884,-74.2646444,364,-5,America/New_York
"Montgomery Regional Airport",32.3006389,-86.3939722,221,-6,America/Chicago
"Moultrie Municipal Airport",31.0849167,-83.80325,294,-5,America/New_York
"Morgantown Muni Walter L Bill Hart Fld",39.642908,-79.916314,1248,-5,America/New_York
"Dayton-Wright Brothers Airport",39.5889722,-84.2248611,957,-5,America/New_York
"Manhattan Reigonal",39.140972,-96.670833,1057,-6,America/Chicago
"Minchumina Airport",63.886111,-152.301944,678,-9,America/Anchorage
"Sacramento Mather",38.553897,-121.297592,96,-8,America/Los_Angeles
"Manchester Regional Airport",42.932556,-71.435667,266,-5,America/New_York
Mojave,35.059364,-118.151856,2791,-8,America/Los_Angeles
"Miami Intl",25.79325,-80.290556,8,-5,America/New_York
"Minot Afb",48.415572,-101.357661,1668,-6,America/Chicago
"Crystal Airport",45.0343,-93.2114,869,-6,America/Chicago
"Delaware County Airport",40.2424722,-85.39575,937,-5,America/New_York
"Millville Muni",39.367806,-75.072222,85,-5,America/New_York
Downtown,39.1275,-94.598889,759,-6,America/Chicago
"General Mitchell Intl",42.947222,-87.896583,723,-6,America/Chicago
"Muskegon County Airport",43.1695,-86.2382,628,-5,America/New_York
Molokai,21.152886,-157.096256,454,-10,Pacific/Honolulu
"Mc Kellar Sipes Rgnl",35.599889,-88.915611,434,-6,America/Chicago
"Davis Fld",35.656489,-95.366656,612,-6,America/Chicago
"Melbourne Intl",28.102753,-80.645258,33,-5,America/New_York
"Mc Alester Rgnl",34.882403,-95.783463,770,-6,America/Chicago
"Malad City",42.17,-112.289,4503,-7,America/Denver
"Quad City Intl",41.448528,-90.507539,590,-6,America/Chicago
"Baldwin County Airport",33.154225,-83.2414139,385,-5,America/New_York
"Marshall Don Hunter Sr. Airport",61.8646418,-162.026111,103,-9,America/Anchorage
"Frank Wiley Field",46.428,-105.886,2630,-7,America/Denver
"Millinocket Muni",45.647836,-68.685561,408,-5,America/New_York
"Monroe Rgnl",32.510864,-92.037689,79,-6,America/Chicago
"Manley Hot Springs Airport",64.9975,-150.644167,270,-9,America/Anchorage
"Mammoth Yosemite Airport",37.624049,-118.837772,7128,-8,America/Los_Angeles
"McMinn Co",35.39919,-84.56177,874,-5,America/New_York
"Morristown Municipal Airport",40.79935,-74.4148747,187,-5,America/New_York
"Mc Minnville Muni",45.194444,-123.135944,163,-8,America/Los_Angeles
"Menominee Marinette Twin Co",45.12665,-87.638443,625,-6,America/Chicago
"Minto Airport",65.143611,-149.37,460,-9,America/Anchorage
Manassas,38.721389,-77.515556,192,-5,America/New_York
"Mobile Rgnl",30.691231,-88.242814,219,-6,America/Chicago
"Modesto City Co Harry Sham",37.625817,-120.954422,97,-8,America/Los_Angeles
"Minot Intl",48.259378,-101.280333,1716,-6,America/Chicago
"Mountain Village Airport",62.0954,-163.682,337,-9,America/Anchorage
"Miami Seaplane Base",25.7783,-80.1703,0,-5,America/New_York
MariposaYosemite,37.3039,-120.0222,2454,-8,America/Los_Angeles
"Edward F Knapp State",44.203503,-72.562328,1165,-5,America/New_York
"Macomb Municipal Airport",40.5200833,-90.6523889,707,-6,America/Chicago
"Dare County Regional",35.5514,-75.4173,13,-5,America/New_York
"Sawyer International Airport",46.353611,-87.395278,1221,-5,America/New_York
"Eastern WV Regional Airport",39.2407,-77.591,554,-5,America/New_York
"Merrill Fld",61.213544,-149.844447,137,-9,America/Anchorage
"Marco Islands",25.9950278,-81.6725278,5,-5,America/New_York
"Foothills Regional Airport",35.8202336,-81.6115119,1270,-5,America/New_York
"Monterey Peninsula",36.587,-121.842944,257,-8,America/Los_Angeles
"Northwest Alabama Regional Airport",34.7453,-87.6102,550,-6,America/Chicago
"Dane Co Rgnl Truax Fld",43.139858,-89.337514,887,-6,America/Chicago
"Missoula Intl",46.916306,-114.090556,3205,-7,America/Denver
"Minneapolis St Paul Intl",44.881956,-93.221767,841,-6,America/Chicago
"Massena Intl Richards Fld",44.935833,-74.845547,215,-5,America/New_York
"Louis Armstrong New Orleans Intl",29.993389,-90.258028,4,-6,America/Chicago
"Selfridge Angb",42.608333,-82.8355,580,-5,America/New_York
"Florida Keys Marathon Airport",24.726111,-81.051389,7,-5,America/New_York
"Montrose Regional Airport",38.509794,-107.894242,5759,-7,America/Denver
"Metlakatla Seaplane Base",55.131111,-131.578056,0,-9,America/Anchorage
"Martin State",39.3256667,-76.4137778,22,-5,America/New_York
"Waimea Kohala",20.001328,-155.668108,2671,-10,Pacific/Honolulu
"Muir Aaf",40.434811,-76.569411,489,-5,America/New_York
"Mountain Home Afb",43.043603,-115.872431,2996,-7,America/Denver
"Morrisville Stowe State Airport",44.535,-72.614,732,-5,America/New_York
"Martha\\'s Vineyard",41.391667,-70.615278,67,-5,America/New_York
"Williamson Country Regional Airport",37.7549569,-89.0110936,472,-6,America/Chicago
"Lawrence J Timmerman Airport",43.1103889,-88.0344167,745,-6,America/Chicago
"Grant Co Intl",47.207708,-119.32019,1185,-8,America/Los_Angeles
"Mineral Wells",32.781606,-98.060175,974,-6,America/Chicago
"Windom Municipal Airport",43.9134017,-95.1094083,1410,-6,America/Chicago
"Maxwell Afb",32.382944,-86.365778,171,-6,America/Chicago
"McCarthy Airport",61.4370608,-142.90307372,1531,-9,America/Anchorage
"Montgomery Field",32.4759,117.759,17,8,Asia/Chongqing
"McCall Municipal Airport",44.889722,-116.101389,5021,-7,America/Denver
"Myrtle Beach Intl",33.67975,-78.928333,25,-5,America/New_York
"Mekoryuk Airport",60.3714,-166.271,48,-9,America/Anchorage
"Yuba County Airport",39.0553,-121.3411,62,-8,America/Los_Angeles
"Pinal Airpark",32.509722,-111.325278,1893,-7,America/Phoenix
"Stroudsburg-Pocono Airport",41.0358717,-75.1606789,480,-5,America/New_York
"Stormville Airport",41.5769708,-73.7323514,358,-5,America/New_York
"Trenton-Robbinsville Airport",40.2139444,-74.6017778,118,-5,America/New_York
"New Orleans Nas Jrb",29.825333,-90.035,3,-6,America/Chicago
"Naval Air Station",42.090556,-87.8225,653,-6,America/Chicago
"Chenega Bay Airport",60.077222,-147.991944,72,-9,America/Anchorage
"Lakehurst Naes",40.033333,-74.353333,103,-5,America/New_York
Lakefront,30.0424167,-90.02825,7,-6,America/Chicago
"Fallon Nas",39.416584,-118.70098,3934,-8,America/Los_Angeles
"Kaneohe Bay Mcaf",21.450453,-157.768,24,-10,Pacific/Honolulu
"Corpus Christi NAS",27.692701,-97.290376,18,-6,America/Chicago
"Norfolk Ns",36.937644,-76.289289,15,-5,America/New_York
"NAS Alameda",37.7861,-122.3186,10,-8,America/Los_Angeles
"Patuxent River Nas",38.285981,-76.411781,39,-5,America/New_York
"Nikolai Airport",63.010833,-154.383889,427,-9,America/Anchorage
"China Lake Naws",35.685422,-117.692039,2283,-8,America/Los_Angeles
"Jacksonville Nas",30.235834,-81.680556,22,-5,America/New_York
"El Centro Naf",32.829222,-115.671667,-42,-8,America/Los_Angeles
"Cherry Point Mcas",34.900872,-76.880733,29,-5,America/New_York
"Miramar Mcas",32.867694,-117.14175,478,-8,America/Los_Angeles
"Lemoore Nas",36.333012,-119.95208,234,-8,America/Los_Angeles
"Nelson Lagoon",56.0075,-161.160278,14,-9,America/Anchorage
"Nightmute Airport",60.471111,-164.700833,4,-9,America/Anchorage
"Meridian Nas",32.552083,-88.555557,317,-6,America/Chicago
"Nondalton Airport",59.966944,-154.851667,262,-9,America/Anchorage
"Port Angeles Cgas",48.141481,-123.414075,13,-8,America/Los_Angeles
"Pensacola Nas",30.352656,-87.318647,28,-6,America/Chicago
"Porter County Municipal Airport",41.4539722,-87.0070833,770,-6,America/Chicago
"Millington Rgnl Jetport",35.356667,-89.870278,320,-6,America/Chicago
"Kingsville Nas",27.507223,-97.809723,50,-6,America/Chicago
"Key West Nas",24.575834,-81.688889,6,-5,America/New_York
"Whiting Fld Nas North",30.724167,-87.021944,199,-6,America/Chicago
"Point Mugu Nas",34.120285,-119.12094,13,-8,America/Los_Angeles
"Oceana Nas",36.820703,-76.033542,22,-5,America/New_York
"Nuiqsut Airport",70.21,-151.005556,38,-9,America/Anchorage
"Nulato Airport",64.729444,-158.074167,399,-9,America/Anchorage
"Nunapitchuk Airport",60.905833,-162.439167,12,-9,America/Anchorage
"Moffett Federal Afld",37.416142,-122.049139,32,-8,America/Los_Angeles
"Whidbey Island Nas",48.351803,-122.655906,47,-8,America/Los_Angeles
"Twentynine Palms Eaf",34.296161,-116.162203,2051,-8,America/Los_Angeles
"Willow Grove Nas Jrb",40.199833,-75.148167,358,-5,America/New_York
"Long Lake",43.9750617,-74.42044,1629,-5,America/New_York
"All Airports",40.714167,-74.005833,31,-5,America/New_York
"Quantico Mcaf",38.501683,-77.305333,11,-5,America/New_York
"Cecil Field",30.2187,-81.8767,81,-5,America/New_York
"El Toro",33.676132,-117.731164,383,-8,America/Los_Angeles
"North Island Nas",32.699219,-117.21531,26,-8,America/Los_Angeles
"Morgantown Airport",40.1570414,-75.8704892,600,-5,America/New_York
"Oakdale Airport",37.7563333,-120.8001944,237,-8,America/Los_Angeles
"Albert J Ellis",34.829164,-77.612139,94,-5,America/New_York
"Metropolitan Oakland Intl",37.721278,-122.220722,9,-8,America/Los_Angeles
"Marina Muni",36.681878,-121.762347,134,-8,America/Los_Angeles
